title,views,price
,,
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6"" (39.62cms) Full HD IPS Gaming Laptop (8GB/512GB SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6 Graphics/Onyx Black/2.2Kg), 82EY00UAIN",66,"62,990"
,,"62,990"
,,
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 15.6-inch FHD IPS Gaming Laptop (16GB/512 SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6/Onyx Black/2.2Kg), 82EY00V1IN",,"71,990"
,,
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 15.6-inch FHD IPS Gaming Laptop (16GB/512 SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6/Onyx Black/2.2Kg), 82EY00V1IN",,"71,990"
,,"71,990"
,,
"HP Pavilion Gaming 10th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (8GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650Ti 4GB/Shadow Black), 15-dk1508TX",698,"70,990"
,,
"HP Pavilion Gaming 10th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (8GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650Ti 4GB/Shadow Black), 15-dk1508TX",698,"70,990"
,,"70,990"
,,
,"57,94,698,66","78,990,86,290,73,564,67,990"
,,
,57,"78,990"
,94,"86,290"
,698,"73,564"
,66,"67,990"
,,
,,
"HP Pavilion Gaming 15.6-inch FHD Gaming Laptop (Ryzen 5-4600H/8GB/1TB HDD/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black), 15-ec1024AX",324,"59,990"
,,
"HP Pavilion Gaming 15.6-inch FHD Gaming Laptop (Ryzen 5-4600H/8GB/1TB HDD/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black), 15-ec1024AX",324,"59,990"
,,"59,990"
,,
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6"" (39.62cms) Full HD IPS Gaming Laptop (8GB/256GB SSD+1TB HDD/Windows 10/NVIDIA GTX 1650 4GB GDDR6 Graphics/Onyx Black/2.2Kg), 82EY00UBIN",,"66,490"
,,
"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 4600H 15.6"" (39.62cms) Full HD IPS Gaming Laptop (8GB/256GB SSD+1TB HDD/Windows 10/NVIDIA GTX 1650 4GB GDDR6 Graphics/Onyx Black/2.2Kg), 82EY00UBIN",,"66,490"
,,"66,490"
,,
"HP Pavilion Gaming 15.6-inch FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD + 256GB SSD/Windows 10/4GB NVIDIA GeForce GTX 1650 Graphics, Shadow Black/2.25 kg), 15-ec0106ax",19,"63,990"
,,
"HP Pavilion Gaming 15.6-inch FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD + 256GB SSD/Windows 10/4GB NVIDIA GeForce GTX 1650 Graphics, Shadow Black/2.25 kg), 15-ec0106ax",19,"63,990"
,,"63,990"
,,
"Acer Nitro 5 Intel Core i5-10th Gen 15.6-inch Display Thin and Light Gaming Laptop (16GB Ram/1TB HDD + 256GB SSD/Win10/GTX 1650Ti Graphics/Obsidian Black/2.3 Kgs), AN515-55 + Xbox Game Pass for PC",535,"74,656"
,,
"Acer Nitro 5 Intel Core i5-10th Gen 15.6-inch Display Thin and Light Gaming Laptop (16GB Ram/1TB HDD + 256GB SSD/Win10/GTX 1650Ti Graphics/Obsidian Black/2.3 Kgs), AN515-55 + Xbox Game Pass for PC",535,"74,656"
,,"74,656"
,,
"ASUS TUF Gaming F15 Laptop 15.6"" FHD 144Hz, Intel Core i5-10300H 10th Gen, GeForce GTX 1650 4GB GDDR6 Graphics (8GB RAM/512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LH-HN257T",53,
,,
"ASUS TUF Gaming F15 Laptop 15.6"" FHD 144Hz, Intel Core i5-10300H 10th Gen, GeForce GTX 1650 4GB GDDR6 Graphics (8GB RAM/512GB NVMe SSD/Windows 10/Fortress Gray/2.30 Kg), FX566LH-HN257T",53,
,,
,,
"ASUS ROG Strix Scar 17 (2020), 17.3"" FHD 300Hz/3ms, Intel Core i7-10875H 10th Gen, RTX 2080 Super GDDR6 8GB Graphics, Gaming Laptop (16GB/1TB SSD/Windows 10/Black/2.99 Kg), G732LXS-HG010T",6,"1,84,990"
,,
"ASUS ROG Strix Scar 17 (2020), 17.3"" FHD 300Hz/3ms, Intel Core i7-10875H 10th Gen, RTX 2080 Super GDDR6 8GB Graphics, Gaming Laptop (16GB/1TB SSD/Windows 10/Black/2.99 Kg), G732LXS-HG010T",6,"1,84,990"
,,"1,84,990"
,,
"ASUS ROG Zephyrus G14, 14"" FHD 120Hz, Ryzen 7 4800HS, GTX 1650 Ti 4GB GDDR6 Graphics, Gaming Laptop (16GB/512GB SSD/MS Office 2019/Windows 10/Moonlight White/Anime Matrix/1.7 Kg), GA401II-HE155TS",2,"1,00,990"
,,
"ASUS ROG Zephyrus G14, 14"" FHD 120Hz, Ryzen 7 4800HS, GTX 1650 Ti 4GB GDDR6 Graphics, Gaming Laptop (16GB/512GB SSD/MS Office 2019/Windows 10/Moonlight White/Anime Matrix/1.7 Kg), GA401II-HE155TS",2,"1,00,990"
,,"1,00,990"
,,
Dell G3 3500 Gaming Laptop 15.6-inch (39.62 cms) FHD 120 Hz Display (10th Gen Core i5-10300H/8GB/1TB + 256GB SSD/Win 10/4GB NVIDIA1650 Ti Graphics/Eclipse Black) D560253HIN9BE,78,"69,990"
,,
Dell G3 3500 Gaming Laptop 15.6-inch (39.62 cms) FHD 120 Hz Display (10th Gen Core i5-10300H/8GB/1TB + 256GB SSD/Win 10/4GB NVIDIA1650 Ti Graphics/Eclipse Black) D560253HIN9BE,78,"69,990"
,,"69,990"
,,
"HP Pavilion Gaming 15.6-inch (39.62 cms) FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black/2.25 kg), 15-ec0100AX",76,"53,990"
,,
"HP Pavilion Gaming 15.6-inch (39.62 cms) FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black/2.25 kg), 15-ec0100AX",76,"53,990"
,,"53,990"
,,
"HP Pavilion Gaming 10th Gen Intel Core i7 Processor 15.6-inch FHD Gaming Laptop (16GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650 4GB/Shadow Black), 15-dk1151TX",23,
,,
"HP Pavilion Gaming 10th Gen Intel Core i7 Processor 15.6-inch FHD Gaming Laptop (16GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650 4GB/Shadow Black), 15-dk1151TX",23,
,,
,,
"HP Pavilion Gaming 10th Gen Intel Core i7 Processor 15.6-inch FHD Gaming Laptop (16GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650Ti 4GB/Shadow Black), 15-dk1509TX",15,"86,990"
,,
"HP Pavilion Gaming 10th Gen Intel Core i7 Processor 15.6-inch FHD Gaming Laptop (16GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650Ti 4GB/Shadow Black), 15-dk1509TX",15,"86,990"
,,"86,990"
,,
"MSI GF65 Thin, Intel i7-10750H, 15.6"" FHD (39.6 cm) IPS-Level 144Hz Panel Laptop (16GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1660 Ti 6GB GDDR6/Black/1.86Kg), 10SDR-1280IN",,"85,713"
,,
"MSI GF65 Thin, Intel i7-10750H, 15.6"" FHD (39.6 cm) IPS-Level 144Hz Panel Laptop (16GB/512GB NVMe SSD/Windows 10 Home/Nvidia GTX1660 Ti 6GB GDDR6/Black/1.86Kg), 10SDR-1280IN",,"85,713"
,,"85,713"
,,
"Lenovo Ideapad L340 Intel Core i5 9th Gen 15.6” FHD Gaming Laptop (8GB/1TB HDD/Windows 10/NVIDIA GeForce GTX 10503GB GDDR5/Granite Black/2.19kg),81LK01QTIN",15,"49,990"
,,
"Lenovo Ideapad L340 Intel Core i5 9th Gen 15.6” FHD Gaming Laptop (8GB/1TB HDD/Windows 10/NVIDIA GeForce GTX 10503GB GDDR5/Granite Black/2.19kg),81LK01QTIN",15,"49,990"
,,"49,990"
,,
"Lenovo Ideapad S145 AMD RYZEN 3 3200U 15.6-inch (39.62 cms) FHD Laptop (4GB/1TB/Windows 10/Office 2019/Grey/1.85Kg),81UT001CIN",762,"28,990"
,,
"Lenovo Ideapad S145 AMD RYZEN 3 3200U 15.6-inch (39.62 cms) FHD Laptop (4GB/1TB/Windows 10/Office 2019/Grey/1.85Kg),81UT001CIN",762,"28,990"
,,"28,990"
,,
"Acer Aspire 7 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) A715-75G-51H8 Gaming Laptop (15.6 inch, Charcoal Black, 2.15 kg)",9,"59,790"
,,
"Acer Aspire 7 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti) A715-75G-51H8 Gaming Laptop (15.6 inch, Charcoal Black, 2.15 kg)",9,"59,790"
,,"59,790"
,,
"ASUS ROG Zephyrus G14, 14"" FHD 120Hz, Ryzen 5 4600HS, GTX 1650Ti 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Office 2019/Windows 10/Gray/Anime Matrix/1.7 Kg), GA401II-HE111TS + Xbox Game Pass for PC",29,"90,990"
,,
"ASUS ROG Zephyrus G14, 14"" FHD 120Hz, Ryzen 5 4600HS, GTX 1650Ti 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Office 2019/Windows 10/Gray/Anime Matrix/1.7 Kg), GA401II-HE111TS + Xbox Game Pass for PC",29,"90,990"
,,"90,990"
,,
"HP Pavilion Gaming 10th Gen Intel Core i7 Processor 15.6-inch FHD Gaming Laptop (16GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650Ti 4GB/Shadow Black), 15-dk1509TX",15,"86,990"
,,
"HP Pavilion Gaming 10th Gen Intel Core i7 Processor 15.6-inch FHD Gaming Laptop (16GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650Ti 4GB/Shadow Black), 15-dk1509TX",15,"86,990"
,,"86,990"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Ideal Companion For Ultimate Gaming Experience,Acer Nitro 5 Intel Core i5 - 10th Gen 15.6"" (39.62cms) FHD IPS Display Thin and Light Gaming Laptop (8GB Ram/1TB HDD + 256GB SSD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 kgs), AN515-55,Acer Nitro 5 Intel Core i5-10th Gen 15.6-inch (39.62 cms) Display T&L Gaming Laptop (8GB Ram/1TB HDD + 256GB SSD/Win10/GTX 1650Ti Graphics/Obsidian Black/2.3 Kgs), AN515-55 + Xbox Game Pass for PC,Acer Nitro 5 AN515-43 15.6"" (39.62cms) FHD IPS Display Gaming Laptop (AMD Ryzen 5 3550H Processor/8GB Ram/512GB SSD/Win10/GTX 1650 Graphics), 2.2kgs, Obsidian Black,Acer Nitro 5 Intel Core i5-11th Generation 144 Hz Refresh Rate 15.6-inch (39.62 cms) Gaming Laptop (8GB Ram/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC,Acer Nitro 5 Intel Core i5-9th Gen 15.6"" (39.62cms) Display 1920 x 1080 Thin and Light Gaming Laptop (8GB Ram/1TB HDD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 Kgs), AN515-54,Acer Nitro 5 Intel Core i5-9300H 15.6-inch Full HD 1920 x 1080 Display Thin and Light Gaming Laptop (8GB/1TB+256GB SSD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 kgs),AN515-54,Acer Nitro 5 Intel Core i5-10300H 15.6-inch Full HD IPS 1920 x 1080 144Hz Display Gaming Notebook (8GB Ram/1TB HDD + 256GB SSD/Windows 10 Home/GTX 1650Ti Graphics/Obsidian Black/2.3 kgs), AN515-55,Acer Nitro 5 Intel Core i5-11th Generation 144 Hz Refresh Rate 15.6-inch Gaming Laptop (16GB Ram/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC,Acer Nitro 5 Intel Core i7 10750H 15.6"" FHD IPS 144Hz Display Thin and Light Gaming Laptop (8GB Ram/1TB HDD + 256 GB SSD/Windows 10 Home /GTX 1650Ti Graphics/Obisidian Black/2.3 kgs),AN515-55,Lenovo Legion Y540 9th Gen Intel Core i7 15.6-inch Full HD Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/60 Hz/NVIDIA GTX 1650 4GB GDDR5 Graphics/Raven Black/2.3Kg), 81SY00SMIN,Acer Aspire 5 Thin and Light Laptop Intel Core I5 11th Gen ( 8 GB/512 GB SSD/ Windows 10 Home/ Iris Xe Graphic) A515-56-54FN with 39.6 cm (15.6 Inch) with FHD Display / 1.65 Kgs,Acer Nitro 5 AN515-54 15.6-inch Laptop (9th Gen Intel Core i5-9300H processor/8GB/1TB HDD + 256GB SSD/Window 10 Home 64Bit/Integrated Graphics), Black,Acer Nitro 5 AN515-54-54W2-15.6"" FHD - i5-9300H - NVIDIA GTX 1050-8GB - 256GB SSD,(Renewed) Acer Nitro 5 Intel 9th Gen Core i5 15.6-Inch (39.62 cms) Full HD (1920 X 1080) Laptop (8 GB/1TB+256GB SSD/Windows 10 Home/NVIDIA GeForce GTX 1650/Black/2.3 Kg), AN515-54,2020 Acer Nitro 5 15.6"" Full HD IPS Gaming Laptop PC, Intel Core i5-9300H Quad-Core Processor, NVIDIA GeForce GTX 1650 4GB, 8GB DDR4, 256GB SSD, Backlit Keyboard, Wi-Fi 6, Windows 10, Black,Acer Nitro 5 9th Gen Intel Core i5-9300H processo 15.6-inch Full HD 144Hz Gaming Laptop (8GB/ 1 TB, 2D NVMe, RAID 0 SSD /6 GB of NVIDIA® GeForce® GTX 1660 Ti Graphics/Win 10/Black), AN515-54,Acer Nitro 5 Ryzen 5 15.6 inch Gaming Laptop (8GB/1TB HDD/Windows 10/4GB Graphics/Black/2.7kg), AN515-42,Acer Nitro 5 Gaming Laptop, 10th Gen Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS 144Hz Display, 8GB DDR4,256GB NVMe SSD,WiFi 6, DTS X Ultra,Backlit Keyboard,AN515-55-59KS,Acer Nitro 5 AN515-54 15.6-inch 144 Hz Display Gaming Notebook (9th Gen Intel Core i5-9300H processor/8GB/2TB HDD + 256GB SSD/Windows 10 Home 64 bit/GTX 1660Ti Graphics), Obsidian Black,Acer Aspire 5 15.6"" (39.62cms) Laptop(Intel Core i5 11th Generation/8GB/512GB SSD/Windows 10 Home/Intel Iris Xe Graphics),Black A515-56,Acer Aspire 5 A514-52G 14-inch Laptop (10th Gen Intel Core i5-10210U processor/8GB/512GB SSD/Window 10 Home 64Bit/2 GB of Nvidia MX350 Graphics), Silver,Acer Aspire 5 A514-53 14"" (35.56cms) Laptop (10th Gen Core i5-1035G1 processor/8GB/512FB SSD/Window 10 Home 64Bit/Intel UHD Graphics), Pure Silver","535,3,29,8,14,125,7,125,535,402,125,418,546,68,97,11,72,15,3,2,445,2,394,2,41,15,6","74,656,84,990,29,630,68,999,67,500,69,990,1,27,990,72,720,70,668,62,990,69,990,76,990,73,990,99,900,74,990,54,990,85,999,62,990,1,12,913,79,990,74,467,1,19,160,89,990,54,770,56,999,53,540"
,,
,,
,"535,3,29,8,14,125,7","74,656,84,990,29,630,68,999,67,500,69,990,1,27,990"
,,
,535,"74,656"
,3,"84,990"
,29,"29,630"
,8,"68,999"
,14,"67,500"
,125,"69,990"
,7,"1,27,990"
"Acer Nitro 5 Intel Core i5 - 10th Gen 15.6"" (39.62cms) FHD IPS Display Thin and Light Gaming Laptop (8GB Ram/1TB HDD + 256GB SSD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 kgs), AN515-55",125,"72,720"
,,
"Acer Nitro 5 Intel Core i5 - 10th Gen 15.6"" (39.62cms) FHD IPS Display Thin and Light Gaming Laptop (8GB Ram/1TB HDD + 256GB SSD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 kgs), AN515-55",125,"72,720"
,,"72,720"
,,
"Acer Nitro 5 Intel Core i5-10th Gen 15.6-inch (39.62 cms) Display T&L Gaming Laptop (8GB Ram/1TB HDD + 256GB SSD/Win10/GTX 1650Ti Graphics/Obsidian Black/2.3 Kgs), AN515-55 + Xbox Game Pass for PC",535,"70,668"
,,
"Acer Nitro 5 Intel Core i5-10th Gen 15.6-inch (39.62 cms) Display T&L Gaming Laptop (8GB Ram/1TB HDD + 256GB SSD/Win10/GTX 1650Ti Graphics/Obsidian Black/2.3 Kgs), AN515-55 + Xbox Game Pass for PC",535,"70,668"
,,"70,668"
,,
"Acer Nitro 5 AN515-43 15.6"" (39.62cms) FHD IPS Display Gaming Laptop (AMD Ryzen 5 3550H Processor/8GB Ram/512GB SSD/Win10/GTX 1650 Graphics), 2.2kgs, Obsidian Black",402,"62,990"
,,
"Acer Nitro 5 AN515-43 15.6"" (39.62cms) FHD IPS Display Gaming Laptop (AMD Ryzen 5 3550H Processor/8GB Ram/512GB SSD/Win10/GTX 1650 Graphics), 2.2kgs, Obsidian Black",402,"62,990"
,,"62,990"
,,
"Acer Nitro 5 Intel Core i5-11th Generation 144 Hz Refresh Rate 15.6-inch (39.62 cms) Gaming Laptop (8GB Ram/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC",125,"69,990"
,,
"Acer Nitro 5 Intel Core i5-11th Generation 144 Hz Refresh Rate 15.6-inch (39.62 cms) Gaming Laptop (8GB Ram/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC",125,"69,990"
,,"69,990"
,,
"Acer Nitro 5 Intel Core i5-9th Gen 15.6"" (39.62cms) Display 1920 x 1080 Thin and Light Gaming Laptop (8GB Ram/1TB HDD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 Kgs), AN515-54",418,
,,
"Acer Nitro 5 Intel Core i5-9th Gen 15.6"" (39.62cms) Display 1920 x 1080 Thin and Light Gaming Laptop (8GB Ram/1TB HDD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 Kgs), AN515-54",418,
,,
,,
"Acer Nitro 5 Intel Core i5-9300H 15.6-inch Full HD 1920 x 1080 Display Thin and Light Gaming Laptop (8GB/1TB+256GB SSD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 kgs),AN515-54",546,
,,
"Acer Nitro 5 Intel Core i5-9300H 15.6-inch Full HD 1920 x 1080 Display Thin and Light Gaming Laptop (8GB/1TB+256GB SSD/Windows 10 Home/GTX 1650 Graphics/Obsidian Black/2.3 kgs),AN515-54",546,
,,
,,
"Acer Nitro 5 Intel Core i5-10300H 15.6-inch Full HD IPS 1920 x 1080 144Hz Display Gaming Notebook (8GB Ram/1TB HDD + 256GB SSD/Windows 10 Home/GTX 1650Ti Graphics/Obsidian Black/2.3 kgs), AN515-55",68,"76,990"
,,
"Acer Nitro 5 Intel Core i5-10300H 15.6-inch Full HD IPS 1920 x 1080 144Hz Display Gaming Notebook (8GB Ram/1TB HDD + 256GB SSD/Windows 10 Home/GTX 1650Ti Graphics/Obsidian Black/2.3 kgs), AN515-55",68,"76,990"
,,"76,990"
,,
"Acer Nitro 5 Intel Core i5-11th Generation 144 Hz Refresh Rate 15.6-inch Gaming Laptop (16GB Ram/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC",,"73,990"
,,
"Acer Nitro 5 Intel Core i5-11th Generation 144 Hz Refresh Rate 15.6-inch Gaming Laptop (16GB Ram/512 GB SSD/Win10/GTX 1650 Graphics/Obsidian Black/2.2 Kgs), AN515-56 + Xbox Game Pass for PC",,"73,990"
,,"73,990"
,,
"Acer Nitro 5 Intel Core i7 10750H 15.6"" FHD IPS 144Hz Display Thin and Light Gaming Laptop (8GB Ram/1TB HDD + 256 GB SSD/Windows 10 Home /GTX 1650Ti Graphics/Obisidian Black/2.3 kgs),AN515-55",97,"99,900"
,,
"Acer Nitro 5 Intel Core i7 10750H 15.6"" FHD IPS 144Hz Display Thin and Light Gaming Laptop (8GB Ram/1TB HDD + 256 GB SSD/Windows 10 Home /GTX 1650Ti Graphics/Obisidian Black/2.3 kgs),AN515-55",97,"99,900"
,,"99,900"
,,
"Lenovo Legion Y540 9th Gen Intel Core i7 15.6-inch Full HD Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/60 Hz/NVIDIA GTX 1650 4GB GDDR5 Graphics/Raven Black/2.3Kg), 81SY00SMIN",,"74,990"
,,
"Lenovo Legion Y540 9th Gen Intel Core i7 15.6-inch Full HD Gaming Laptop (8GB/1TB HDD + 256GB SSD/Windows 10/60 Hz/NVIDIA GTX 1650 4GB GDDR5 Graphics/Raven Black/2.3Kg), 81SY00SMIN",,"74,990"
,,"74,990"
,,
Acer Aspire 5 Thin and Light Laptop Intel Core I5 11th Gen ( 8 GB/512 GB SSD/ Windows 10 Home/ Iris Xe Graphic) A515-56-54FN with 39.6 cm (15.6 Inch) with FHD Display / 1.65 Kgs,11,"54,990"
,,
Acer Aspire 5 Thin and Light Laptop Intel Core I5 11th Gen ( 8 GB/512 GB SSD/ Windows 10 Home/ Iris Xe Graphic) A515-56-54FN with 39.6 cm (15.6 Inch) with FHD Display / 1.65 Kgs,11,"54,990"
,,"54,990"
,,
"Acer Nitro 5 AN515-54 15.6-inch Laptop (9th Gen Intel Core i5-9300H processor/8GB/1TB HDD + 256GB SSD/Window 10 Home 64Bit/Integrated Graphics), Black",,"85,999"
,,
"Acer Nitro 5 AN515-54 15.6-inch Laptop (9th Gen Intel Core i5-9300H processor/8GB/1TB HDD + 256GB SSD/Window 10 Home 64Bit/Integrated Graphics), Black",,"85,999"
,,"85,999"
,,
"Acer Nitro 5 AN515-54-54W2-15.6"" FHD - i5-9300H - NVIDIA GTX 1050-8GB - 256GB SSD",72,
,,
"Acer Nitro 5 AN515-54-54W2-15.6"" FHD - i5-9300H - NVIDIA GTX 1050-8GB - 256GB SSD",72,
,,
,,
"(Renewed) Acer Nitro 5 Intel 9th Gen Core i5 15.6-Inch (39.62 cms) Full HD (1920 X 1080) Laptop (8 GB/1TB+256GB SSD/Windows 10 Home/NVIDIA GeForce GTX 1650/Black/2.3 Kg), AN515-54",15,"62,990"
,,
"(Renewed) Acer Nitro 5 Intel 9th Gen Core i5 15.6-Inch (39.62 cms) Full HD (1920 X 1080) Laptop (8 GB/1TB+256GB SSD/Windows 10 Home/NVIDIA GeForce GTX 1650/Black/2.3 Kg), AN515-54",15,"62,990"
,,"62,990"
,,
"2020 Acer Nitro 5 15.6"" Full HD IPS Gaming Laptop PC, Intel Core i5-9300H Quad-Core Processor, NVIDIA GeForce GTX 1650 4GB, 8GB DDR4, 256GB SSD, Backlit Keyboard, Wi-Fi 6, Windows 10, Black",3,"1,12,913"
,,
"2020 Acer Nitro 5 15.6"" Full HD IPS Gaming Laptop PC, Intel Core i5-9300H Quad-Core Processor, NVIDIA GeForce GTX 1650 4GB, 8GB DDR4, 256GB SSD, Backlit Keyboard, Wi-Fi 6, Windows 10, Black",3,"1,12,913"
,,"1,12,913"
,,
"Acer Nitro 5 9th Gen Intel Core i5-9300H processo 15.6-inch Full HD 144Hz Gaming Laptop (8GB/ 1 TB, 2D NVMe, RAID 0 SSD /6 GB of NVIDIA® GeForce® GTX 1660 Ti Graphics/Win 10/Black), AN515-54",2,"79,990"
,,
"Acer Nitro 5 9th Gen Intel Core i5-9300H processo 15.6-inch Full HD 144Hz Gaming Laptop (8GB/ 1 TB, 2D NVMe, RAID 0 SSD /6 GB of NVIDIA® GeForce® GTX 1660 Ti Graphics/Win 10/Black), AN515-54",2,"79,990"
,,"79,990"
,,
"Acer Nitro 5 Ryzen 5 15.6 inch Gaming Laptop (8GB/1TB HDD/Windows 10/4GB Graphics/Black/2.7kg), AN515-42",445,"74,467"
,,
"Acer Nitro 5 Ryzen 5 15.6 inch Gaming Laptop (8GB/1TB HDD/Windows 10/4GB Graphics/Black/2.7kg), AN515-42",445,"74,467"
,,"74,467"
,,
"Acer Nitro 5 Gaming Laptop, 10th Gen Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS 144Hz Display, 8GB DDR4,256GB NVMe SSD,WiFi 6, DTS X Ultra,Backlit Keyboard,AN515-55-59KS","2,394","1,19,160"
,,
"Acer Nitro 5 Gaming Laptop, 10th Gen Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS 144Hz Display, 8GB DDR4,256GB NVMe SSD,WiFi 6, DTS X Ultra,Backlit Keyboard,AN515-55-59KS","2,394","1,19,160"
,,"1,19,160"
,,
"Acer Nitro 5 AN515-54 15.6-inch 144 Hz Display Gaming Notebook (9th Gen Intel Core i5-9300H processor/8GB/2TB HDD + 256GB SSD/Windows 10 Home 64 bit/GTX 1660Ti Graphics), Obsidian Black",2,"89,990"
,,
"Acer Nitro 5 AN515-54 15.6-inch 144 Hz Display Gaming Notebook (9th Gen Intel Core i5-9300H processor/8GB/2TB HDD + 256GB SSD/Windows 10 Home 64 bit/GTX 1660Ti Graphics), Obsidian Black",2,"89,990"
,,"89,990"
,,
"Acer Aspire 5 15.6"" (39.62cms) Laptop(Intel Core i5 11th Generation/8GB/512GB SSD/Windows 10 Home/Intel Iris Xe Graphics),Black A515-56",41,"54,770"
,,
"Acer Aspire 5 15.6"" (39.62cms) Laptop(Intel Core i5 11th Generation/8GB/512GB SSD/Windows 10 Home/Intel Iris Xe Graphics),Black A515-56",41,"54,770"
,,"54,770"
,,
"Acer Aspire 5 A514-52G 14-inch Laptop (10th Gen Intel Core i5-10210U processor/8GB/512GB SSD/Window 10 Home 64Bit/2 GB of Nvidia MX350 Graphics), Silver",15,"56,999"
,,
"Acer Aspire 5 A514-52G 14-inch Laptop (10th Gen Intel Core i5-10210U processor/8GB/512GB SSD/Window 10 Home 64Bit/2 GB of Nvidia MX350 Graphics), Silver",15,"56,999"
,,"56,999"
,,
"Acer Aspire 5 A514-53 14"" (35.56cms) Laptop (10th Gen Core i5-1035G1 processor/8GB/512FB SSD/Window 10 Home 64Bit/Intel UHD Graphics), Pure Silver",6,"53,540"
,,
"Acer Aspire 5 A514-53 14"" (35.56cms) Laptop (10th Gen Core i5-1035G1 processor/8GB/512FB SSD/Window 10 Home 64Bit/Intel UHD Graphics), Pure Silver",6,"53,540"
,,"53,540"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
